KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILE CREATED:,18/3/2024 3:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2024,9:25:49,0,<None>,0,-0.01,54219.6,8.738,-0.22,-0.07,49602.2,98.7,98.3,6.3,199.9,12.679,32.66,50060,0.45,1.19,32539,4.55,0,1.174,8.23,-97,29.35,7.736,-14.64283,145.4504,4.5,0,12,757.9
20/3/2024,9:25:50,0,<None>,0,0.01,54240,10.556,-0.21,-0.06,49620.9,98.6,98.2,6.3,200.2,15.318,32.67,50078.9,0.41,1.06,32551,2.15,0,1.174,8.23,-97,29.35,9.61,-14.64283,145.4504,4.4,0,12,758
20/3/2024,9:25:51,0,<None>,0.02,0.06,54303.3,12.476,-0.21,-0.06,49673.2,98.6,98.2,6.29,200.5,18.103,32.71,50132.3,0.42,1.1,32586,2.06,0,1.174,8.23,-97,29.356,11.506,-14.64283,145.4504,4.6,0,12,758
20/3/2024,9:25:52,0,<None>,0.03,0.09,54358.5,14.707,-0.25,-0.08,49718.9,98.4,98,6.28,200.9,21.341,32.74,50179,0.25,0.62,32616,2.05,0,1.174,8.23,-97,29.361,13.742,-14.64282,145.4504,4.6,0,12,758
20/3/2024,9:25:53,0,<None>,0.02,0.08,54448.8,16.546,-0.34,-0.11,49794.1,98.3,97.9,6.27,201.3,24.01,32.8,50255.7,0.18,0.42,32666,2.05,0,1.174,8.23,-97,29.368,15.588,-14.64282,145.4504,4.4,0,12,758
20/3/2024,9:25:54,0,<None>,0.03,0.12,54522.8,18.224,-0.52,-0.17,49858.3,98.1,97.7,6.25,201.8,26.447,32.85,50320.9,0.19,0.46,32709,2.04,0,1.174,8.23,-96.9,29.372,17.302,-14.64282,145.4504,4.5,0,12,758
20/3/2024,9:25:55,0,<None>,0.04,0.16,54680.6,19.402,-0.55,-0.18,50001.6,97.9,97.5,6.24,202.3,28.159,32.95,50465.7,0.17,0.41,32803,1.83,0,1.174,8.23,-96.8,29.373,19.119,-14.64281,145.4504,4.3,0,12,757.9
20/3/2024,9:25:56,0,<None>,0.05,0.2,54881.5,22.449,-0.56,-0.18,50185.9,94.1,93.7,5.99,202.8,32.584,33.09,50651.6,0.17,0.4,32924,0.7,0,1.174,8.23,-96.8,29.372,21.415,-14.64281,145.4504,4.1,0,12,758
20/3/2024,9:25:57,0,<None>,0.07,0.26,55060.3,23.926,-0.55,-0.18,50350,93.5,93.2,5.95,203.3,34.731,33.21,50817.1,0.19,0.45,33031,0.6,0,1.174,8.23,-96.7,29.372,23.206,-14.64281,145.4504,4.2,0,12,758
20/3/2024,9:25:58,0,<None>,0.13,0.51,55258.5,23.996,-0.15,-0.04,50531.6,93.1,92.7,5.92,203.8,34.836,33.34,51000.4,0.25,0.63,33150,767.38,0,1.174,8.23,-96.6,29.371,23.825,-14.64281,145.4504,4.3,0,12,757.9
20/3/2024,9:25:59,0,<None>,0.26,1.02,55422.1,23.941,0.34,0.12,50680.5,92.9,92.5,5.9,204.2,34.759,33.46,51150.8,0.47,1.23,33248,425.29,0,1.174,8.22,-96.5,29.372,23.94,-14.6428,145.4504,4.1,0,12,758
20/3/2024,9:26:00,0,<None>,0.35,1.4,55608.4,23.97,0.69,0.24,50847.8,92.7,92.3,5.89,204.7,34.805,33.58,51319.9,0.63,1.69,33358,213.22,0,1.174,8.22,-96.4,29.375,23.967,-14.6428,145.4504,3.8,0,12,758
20/3/2024,9:26:01,0,<None>,0.51,2.02,55812.4,23.977,1.06,0.36,51029.8,92.5,92.1,5.87,205.1,34.817,33.72,51504.1,0.85,2.29,33478,178.78,0,1.174,8.22,-96.3,29.38,23.986,-14.6428,145.4504,4.2,0,12,758
20/3/2024,9:26:02,0,<None>,0.6,2.38,55943.3,23.976,1.3,0.44,51146.5,92.3,91.9,5.85,205.5,34.818,33.8,51622.3,1.02,2.78,33555,269.61,0,1.174,8.22,-96.2,29.382,23.976,-14.64279,145.4504,4.1,0,12,757.9
20/3/2024,9:26:03,0,<None>,0.62,2.47,56080.1,23.97,1.5,0.51,51270.6,92.2,91.8,5.84,205.9,34.812,33.89,51747.7,1.06,2.89,33636,145.24,0,1.174,8.22,-96.1,29.383,23.955,-14.64279,145.4504,4,0,12,757.9
20/3/2024,9:26:04,0,<None>,0.68,2.72,56206.3,23.974,1.61,0.54,51390.5,92,91.7,5.83,206.2,34.82,33.98,51868.1,1.14,3.11,33714,166.79,0,1.174,8.22,-96,29.379,23.993,-14.64279,145.4504,3.9,0,12,758
20/3/2024,9:26:05,0,<None>,0.71,2.82,56304.1,23.977,1.7,0.57,51485.6,91.9,91.5,5.82,206.6,34.827,34.05,51963.5,1.17,3.19,33776,86.75,0,1.174,8.21,-95.9,29.373,24.007,-14.64279,145.4504,4,0,12,757.9
20/3/2024,9:26:06,0,<None>,0.76,3.03,56409,23.975,1.75,0.59,51588.2,91.8,91.4,5.81,206.9,34.826,34.13,52066.3,1.26,3.44,33843,94.93,0,1.174,8.21,-95.8,29.367,23.977,-14.64279,145.4504,3.9,0,12,757.9
20/3/2024,9:26:07,0,<None>,0.83,3.33,56478.5,23.971,1.8,0.6,51656.8,91.7,91.3,5.81,207.2,34.822,34.18,52135,1.34,3.67,33888,789.77,0,1.174,8.21,-95.7,29.361,23.953,-14.64278,145.4504,3.9,0,12,758
20/3/2024,9:26:08,0,<None>,0.83,3.3,56487.2,23.964,1.94,0.65,51666.5,91.6,91.2,5.8,207.5,34.812,34.19,52144.6,1.43,3.93,33894,96.28,0,1.174,8.21,-95.6,29.36,23.807,-14.64278,145.4504,3.8,0,12,758
20/3/2024,9:26:09,0,<None>,0.69,2.77,56488.2,23.091,2.13,0.72,51667.5,91.5,91.1,5.79,207.7,33.544,34.19,52145.5,1.46,4.02,33895,7.71,0,1.174,8.21,-95.6,29.36,23.274,-14.64278,145.4504,3.8,0,12,758
20/3/2024,9:26:10,0,<None>,0.62,2.47,56487.8,22.519,2.14,0.72,51667.1,91.4,91.1,5.79,208,32.714,34.19,52145.1,1.47,4.02,33894,6.92,0,1.174,8.21,-95.5,29.36,22.801,-14.64278,145.4504,4,0,12,758
20/3/2024,9:26:11,0,<None>,0.5,2.01,56489.7,21.843,2.11,0.71,51668.8,91.4,91,5.78,208.2,31.732,34.19,52146.8,1.47,4.02,33895,3.72,0,1.174,8.2,-95.4,29.36,22.186,-14.64277,145.4504,4,0,12,758
20/3/2024,9:26:12,0,<None>,0.39,1.57,56504.6,21.369,2.1,0.71,51682.4,91.2,90.9,5.78,208.4,31.043,34.2,52160.6,1.46,4.01,33904,2.71,0,1.174,8.2,-95.3,29.36,21.564,-14.64277,145.4504,4.1,0,12,758
20/3/2024,9:26:13,0,<None>,0.29,1.16,56522,21.029,2.09,0.7,51698.6,91.1,90.7,5.76,208.6,30.549,34.21,52176.9,1.46,3.99,33915,2.19,0,1.174,8.2,-95.2,29.36,20.768,-14.64277,145.4504,4.1,0,12,758
20/3/2024,9:26:14,0,<None>,0.28,1.11,56537.8,19.784,2.07,0.7,51713.3,90.9,90.6,5.76,208.8,28.741,34.22,52191.7,1.46,3.99,33925,1.88,0,1.174,8.2,-95.2,29.36,20.117,-14.64276,145.4504,4,0,12,758
20/3/2024,9:26:15,0,<None>,0.21,0.84,56555.2,19.274,2.07,0.7,51729.5,90.8,90.5,5.75,209,28,34.24,52208,1.45,3.99,33935,1.67,0,1.174,8.2,-95.1,29.359,19.523,-14.64276,145.4504,4.1,0,12,758
20/3/2024,9:26:16,0,<None>,0.2,0.8,56570,18.421,2.09,0.7,51743.2,90.7,90.3,5.74,209.2,26.761,34.25,52221.8,1.45,3.99,33944,1.52,0,1.174,8.2,-95.1,29.359,18.887,-14.64276,145.4504,4.3,0,12,758
20/3/2024,9:26:17,0,<None>,0.14,0.54,56585.2,18.139,1.88,0.63,51757.3,90.6,90.3,5.73,209.3,26.351,34.26,52236,1.23,3.36,33953,1.41,0,1.174,8.2,-95,29.359,18.167,-14.64276,145.4504,3.9,0,12,758
20/3/2024,9:26:18,0,<None>,0.09,0.35,56596.3,17.916,1.4,0.47,51767.3,90.6,90.2,5.73,209.5,26.028,34.26,52246.2,1.04,2.83,33960,1.3,0,1.174,8.2,-95,29.359,17.686,-14.64275,145.4504,3.8,0,12,758
20/3/2024,9:26:19,0,<None>,0.06,0.23,56601.1,17.627,0.98,0.33,51771.5,90.5,90.1,5.73,209.6,25.608,34.27,52250.4,0.88,2.37,33963,1.23,0,1.174,8.2,-95,29.36,17.226,-14.64275,145.4504,4,0,12,758
20/3/2024,9:26:20,0,<None>,0.05,0.19,56562,16.003,0.69,0.24,51734.5,90.5,90.1,5.73,209.7,23.248,34.24,52213.2,0.68,1.82,33939,1.16,0,1.174,8.2,-95.1,29.361,16.458,-14.64275,145.4504,4.1,0,12,757.9
20/3/2024,9:26:21,0,<None>,0.05,0.19,56483.6,15.422,0.38,0.13,51659.1,90.5,90.1,5.73,209.8,22.403,34.18,52137.6,0.56,1.49,33889,1.14,0,1.174,8.2,-95.1,29.364,15.756,-14.64275,145.4504,4.2,0,12,758
20/3/2024,9:26:22,0,<None>,0.05,0.18,56386.4,14.681,0.13,0.05,51566.1,90.5,90.2,5.73,209.9,21.325,34.12,52044.2,0.54,1.42,33829,1.08,0,1.174,8.2,-95.1,29.369,14.981,-14.64274,145.4504,4.2,0,12,757.9
20/3/2024,9:26:23,0,<None>,0.05,0.17,56270.5,14.362,-0.04,-0.01,51454.2,90.7,90.3,5.74,210,20.861,34.03,51931.9,0.45,1.17,33756,1.04,0,1.174,8.2,-95.2,29.374,14.305,-14.64274,145.4504,4.2,0,12,758
20/3/2024,9:26:24,0,<None>,0.05,0.21,56166.2,14.023,-0.16,-0.05,51353.4,90.8,90.4,5.75,210.1,20.367,33.96,51830.8,0.43,1.13,33690,0.7,0,1.174,8.2,-95.3,29.38,13.692,-14.64274,145.4504,4,0,12,758
20/3/2024,9:26:25,0,<None>,0.06,0.24,56044.3,12.831,-0.27,-0.08,51235.6,91,90.7,5.77,210.2,18.635,33.87,51712.6,0.33,0.85,33613,0.58,0,1.174,8.2,-95.3,29.386,13.133,-14.64274,145.4504,4,0,12,758
20/3/2024,9:26:26,0,<None>,0.06,0.25,55935.6,12.227,-0.36,-0.11,51130.5,91.2,90.9,5.78,210.3,17.756,33.79,51607.2,0.27,0.68,33545,0.54,0,1.174,8.2,-95.4,29.392,12.439,-14.64274,145.4504,3.9,0,12,757.8
20/3/2024,9:26:27,0,<None>,0.05,0.2,55808.7,11.467,-0.5,-0.16,51007.9,91.5,91.2,5.8,210.5,16.652,33.7,51484.2,0.22,0.53,33465,0.51,0,1.174,8.21,-95.4,29.399,11.839,-14.64273,145.4504,3.9,0,12,757.9
20/3/2024,9:26:28,0,<None>,0.04,0.17,55680.1,11.094,-0.65,-0.21,50883.5,91.8,91.4,5.82,210.6,16.11,33.61,51359.4,0.2,0.48,33384,0.49,0,1.174,8.21,-95.5,29.405,11.064,-14.64273,145.4504,3.7,0,12,758
20/3/2024,9:26:29,0,<None>,0.05,0.19,55564.9,10.691,-0.73,-0.24,50772.2,92.2,91.8,5.85,210.7,15.523,33.53,51247.7,0.2,0.47,33311,0.47,0,1.174,8.21,-95.6,29.411,10.355,-14.64273,145.4504,3.7,0,12,757.9
20/3/2024,9:26:30,0,<None>,0.05,0.21,55416,9.31,-0.71,-0.23,50631.5,92.4,92.1,5.87,210.9,13.516,33.42,51106.2,0.18,0.43,33219,0.44,0,1.174,8.21,-95.6,29.415,9.599,-14.64273,145.4504,3.5,0,12,757.9
20/3/2024,9:26:31,0,<None>,0.05,0.2,55273.4,8.95,-0.67,-0.22,50498.3,92.8,92.4,5.89,211,12.993,33.33,50972.2,0.18,0.41,33132,0.44,0,1.174,8.21,-95.7,29.418,9.09,-14.64273,145.4504,3.6,0,12,758
20/3/2024,9:26:32,0,<None>,0.05,0.19,55114,8.668,-0.64,-0.21,50350.9,93.2,92.8,5.92,211.1,12.583,33.22,50823.6,0.18,0.42,33035,0.43,0,1.174,8.21,-95.8,29.42,8.889,-14.64273,145.4504,3.6,0,12,757.9
20/3/2024,9:26:33,0,<None>,0.05,0.18,55024.6,8.386,-0.59,-0.19,50269.6,93.6,93.3,5.95,211.2,12.173,33.16,50741.4,0.18,0.43,32982,0.42,0,1.174,8.21,-95.9,29.419,8.231,-14.64272,145.4504,3.5,0,12,758
20/3/2024,9:26:34,0,<None>,0.05,0.18,54936,7.012,-0.55,-0.18,50192.9,93.9,93.6,5.97,211.3,10.177,33.1,50663.5,0.18,0.42,32931,0.41,0,1.174,8.21,-95.9,29.415,7.407,-14.64272,145.4504,3.4,0,12,758
20/3/2024,9:26:35,0,<None>,0.04,0.16,54867,6.216,-0.49,-0.16,50138,94.3,93.9,6,211.4,9.023,33.06,50607.2,0.16,0.35,32895,0.41,0,1.174,8.22,-96,29.406,6.621,-14.64272,145.4504,3.2,0,12,758
20/3/2024,9:26:36,0,<None>,0.03,0.13,54786.8,5.711,-0.48,-0.15,50075,94.6,94.2,6.02,211.5,8.288,33.01,50542.4,0.15,0.35,32853,0.4,0,1.174,8.22,-96.1,29.397,6.031,-14.64272,145.4504,3,0,12,758
20/3/2024,9:26:37,0,<None>,0.02,0.09,54719.1,5.139,-0.45,-0.14,50021.9,94.9,94.5,6.04,211.6,7.458,32.97,50487.8,0.15,0.33,32817,0.39,0,1.174,8.22,-96.2,29.387,5.332,-14.64272,145.4504,3.1,0,12,758
20/3/2024,9:26:38,0,<None>,0.03,0.13,54642.7,4.7,-0.44,-0.14,49961.7,95.2,94.8,6.06,211.7,6.821,32.93,50426,0.15,0.34,32777,0.39,0,1.174,8.22,-96.2,29.378,4.448,-14.64272,145.4504,3,0,12,758
20/3/2024,9:26:39,0,<None>,0.03,0.11,54575.7,3.309,-0.46,-0.15,49909.5,95.4,95,6.08,211.7,4.802,32.89,50372.3,0.17,0.38,32742,0.38,0,1.174,8.22,-96.3,29.367,3.674,-14.64271,145.4504,3.1,0,12,757.9
20/3/2024,9:26:40,0,<None>,0.02,0.06,54500.2,2.372,-0.48,-0.16,49851.1,95.7,95.3,6.1,211.8,3.442,32.85,50312.1,0.16,0.38,32703,0.39,0,1.174,8.22,-96.4,29.358,2.797,-14.64271,145.4504,3.3,0,12,758
20/3/2024,9:26:41,0,<None>,0.02,0.06,54417.9,1.566,-0.5,-0.16,49787.1,96,95.6,6.12,211.9,2.272,32.8,50246.3,0.16,0.36,32660,0.37,0,1.174,8.22,-96.5,29.346,2.005,-14.64271,145.4504,3.2,0,12,757.9
20/3/2024,9:26:42,0,<None>,0.02,0.05,54352.7,1.111,-0.53,-0.17,49736.6,96.3,95.9,6.14,211.9,1.612,32.76,50194.3,0.17,0.39,32626,0.38,0,1.174,8.23,-96.6,29.338,0.991,-14.64271,145.4504,3.4,0,12,758
20/3/2024,9:26:43,0,<None>,0.01,0.04,54318,0.108,-0.53,-0.17,49709.3,96.5,96.1,6.16,212,0.157,32.74,50166.2,0.19,0.44,32608,0.37,0,1.174,8.23,-96.6,29.333,0.322,-14.6427,145.4504,3.2,0,12,758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,0.08,0.3,55601.9,15.37,-0.63,-0.2,50846.7,93.4,93,5.93,198.2,22.323,33.58,51318.3,0.23,0.56,33357,1.77,0,1.174,NA,-95.9,29.37,15.334,-14.64018,145.4481,4.9,0,12,757.9
,,,STANDARD DEVIATION:,0.09,0.36,1002.4,9.835,0.14,0.05,923.3,3.8,3.8,0.26,7.5,14.288,0.68,931.1,0.17,0.49,605,2.39,0,0,0.01,0.7,0.016,9.796,0.00005,0.00001,0.3,0,0,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,17E102873,17E102873,18C105282,23A104152,22L104463,22L104463,18C105282,22M100242,22M100242,22M100242,22J106095,23A104152,18C105282,18C105282,17E102873,17E102873,18C105282,23B100516,23B100516,22J100672,22J106095,22J106095,18C105282,23A104152,22F105968,22F105968,22F105968,22F105968,22F105968,22F105968
Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,BGA PE RFU,BGA PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
20/3/2024,9:28:05,0,<None>,0.03,0.11,54167.9,0.029,-0.93,-0.31,49535.9,98.4,98,6.28,176.5,0.042,32.61,49995.3,0.33,0.84,32497,0.53,0,1.174,8.22,-96.4,29.369,0.244,-14.64027,145.4481,4.8,0,12,758
20/3/2024,9:28:06,0,<None>,0.03,0.12,54168.3,0.034,-0.92,-0.3,49538.2,98.4,98,6.28,177.1,0.049,32.61,49997.4,0.21,0.5,32498,0.51,0,1.174,8.22,-96.4,29.368,0.232,-14.64027,145.4481,4.6,0,12,758
20/3/2024,9:28:07,0,<None>,0.03,0.11,54168.4,0.044,-0.89,-0.29,49538.5,98.5,98.1,6.29,177.7,0.063,32.62,49997.7,0.19,0.44,32498,0.5,0,1.174,8.22,-96.4,29.367,0.221,-14.64027,145.4481,4.5,0,12,758
20/3/2024,9:28:08,0,<None>,0.03,0.1,54168.4,0.049,-0.84,-0.28,49539,98.5,98.1,6.29,178.4,0.071,32.62,49998.1,0.19,0.44,32499,0.49,0,1.174,8.22,-96.4,29.367,0.219,-14.64027,145.4481,4.6,0,12,757.9
20/3/2024,9:28:09,0,<None>,0.02,0.09,54168.6,0.055,-0.8,-0.26,49538.7,98.6,98.2,6.29,179.1,0.079,32.62,49997.9,0.19,0.46,32499,0.49,0,1.174,8.22,-96.5,29.367,0.22,-14.64026,145.4481,4.9,0,12,757.9
20/3/2024,9:28:10,0,<None>,0.02,0.08,54168.4,1.53,-0.75,-0.24,49538.2,98.6,98.2,6.3,188.7,2.22,32.61,49997.4,0.2,0.47,32498,0.49,0,1.174,8.22,-96.5,29.368,1.155,-14.64026,145.4481,5,0,12,758
20/3/2024,9:28:11,0,<None>,0.03,0.11,54167.6,1.462,-0.7,-0.23,49537.6,98.6,98.2,6.3,189.4,2.121,32.61,49996.8,0.19,0.44,32498,0.48,0,1.174,8.23,-96.6,29.368,1.351,-14.64026,145.4481,5.1,0,12,758
20/3/2024,9:28:12,0,<None>,0.02,0.08,54166.2,2.669,-0.65,-0.21,49537.8,98.7,98.3,6.3,190.2,3.872,32.61,49996.8,0.13,0.29,32498,0.47,0,1.174,8.23,-96.6,29.366,2.114,-14.64025,145.4481,4.9,0,12,758
20/3/2024,9:28:13,0,<None>,0.03,0.1,54168.3,3.685,-0.62,-0.2,49543.3,98.6,98.2,6.3,190.8,5.346,32.62,50001.9,0.11,0.22,32501,0.46,0,1.174,8.23,-96.7,29.363,3.542,-14.64025,145.4481,5,0,12,757.8
20/3/2024,9:28:14,0,<None>,0.03,0.1,54179.1,6.128,-0.76,-0.25,49556.7,98.6,98.2,6.3,191.1,8.892,32.63,50015,0.06,0.1,32510,0.44,0,1.174,8.23,-96.8,29.359,5.219,-14.64025,145.4481,5.1,0,12,758
20/3/2024,9:28:15,0,<None>,0.03,0.13,54203.4,8.769,-0.78,-0.25,49578.7,98.6,98.2,6.29,191.6,12.724,32.64,50037.3,0.06,0.07,32524,0.43,0,1.174,8.23,-96.8,29.359,7.765,-14.64025,145.4481,5.1,0,12,757.9
20/3/2024,9:28:16,0,<None>,0.04,0.16,54228.8,10.233,-0.77,-0.25,49600.1,98.6,98.2,6.29,192.1,14.848,32.66,50059.1,0.04,0.04,32538,0.43,0,1.174,8.23,-96.9,29.361,9.25,-14.64025,145.4481,5.2,0,12,758
20/3/2024,9:28:17,0,<None>,0.04,0.14,54267.5,12.162,-0.76,-0.25,49631.8,98.5,98.1,6.29,192.5,17.647,32.68,50091.6,0.05,0.05,32560,0.42,0,1.174,8.23,-97,29.365,11.149,-14.64024,145.4481,5.2,0,12,757.9
20/3/2024,9:28:18,0,<None>,0.04,0.17,54337.4,13.948,-0.75,-0.25,49692,98.4,98,6.28,192.8,20.239,32.72,50152.7,0.06,0.1,32599,0.4,0,1.174,8.23,-96.9,29.369,13.027,-14.64024,145.4481,5,0,12,757.9
20/3/2024,9:28:19,0,<None>,0.04,0.15,54441.4,15.857,-0.76,-0.25,49784.8,98.3,97.9,6.27,193.2,23.01,32.79,50246.6,0.06,0.09,32660,0.39,0,1.174,8.23,-96.9,29.371,14.877,-14.64024,145.4481,4.9,0,12,758
20/3/2024,9:28:20,0,<None>,0.04,0.17,54547.4,18.154,-0.76,-0.25,49879.6,98.1,97.8,6.26,193.6,26.346,32.86,50342.6,0.07,0.12,32723,0.4,0,1.174,8.23,-96.9,29.373,17.16,-14.64023,145.4481,5,0,12,757.9
20/3/2024,9:28:21,0,<None>,0.04,0.16,54730.9,20.072,-0.76,-0.25,50046.6,98,97.6,6.24,193.9,29.131,32.99,50511.2,0.07,0.1,32832,0.4,0,1.174,8.23,-96.8,29.374,19.064,-14.64023,145.4481,5.1,0,12,757.9
20/3/2024,9:28:22,0,<None>,0.03,0.13,54905.2,21.124,-0.77,-0.25,50205.8,94.6,94.2,6.02,194.3,30.661,33.1,50671.9,0.07,0.11,32937,0.41,0,1.174,8.23,-96.7,29.374,20.574,-14.64023,145.4481,5,0,12,757.9
20/3/2024,9:28:23,0,<None>,0.04,0.15,55107.5,21.286,-0.77,-0.25,50390.7,94.3,93.9,6,194.6,30.899,33.24,50858.5,0.06,0.08,33058,0.4,0,1.174,8.23,-96.7,29.374,21.139,-14.64023,145.4481,5,0,12,758
20/3/2024,9:28:24,0,<None>,0.04,0.15,55286.9,21.494,-0.79,-0.26,50554.3,94,93.6,5.98,195,31.204,33.36,51023.7,0.09,0.17,33165,0.39,0,1.174,8.23,-96.6,29.375,21.734,-14.64022,145.4481,5,0,12,757.9
20/3/2024,9:28:25,0,<None>,0.04,0.16,55494.6,23.759,-0.78,-0.26,50742.8,93.3,93,5.93,195.3,34.496,33.5,51214.1,0.09,0.17,33289,0.39,0,1.174,8.22,-96.6,29.376,23.097,-14.64022,145.4481,4.8,0,12,758
20/3/2024,9:28:26,0,<None>,0.04,0.17,55700.2,24.164,-0.79,-0.26,50927.4,93.3,92.9,5.92,195.6,35.086,33.64,51400.8,0.1,0.19,33411,0.4,0,1.174,8.22,-96.5,29.379,23.846,-14.64022,145.4481,5.1,0,12,757.9
20/3/2024,9:28:27,0,<None>,0.04,0.16,55867.8,24.261,-0.79,-0.26,51077.7,92.9,92.6,5.9,195.8,35.231,33.75,51552.8,0.09,0.18,33509,0.42,0,1.174,8.22,-96.4,29.382,24.127,-14.64022,145.4481,5.2,0,12,757.9
20/3/2024,9:28:28,0,<None>,0.04,0.14,56051.5,25.743,-0.78,-0.25,51246.5,92.6,92.3,5.87,196.1,37.386,33.88,51723.1,0.08,0.15,33620,0.44,0,1.174,8.22,-96.3,29.381,25.106,-14.64021,145.4481,5,0,12,757.9
20/3/2024,9:28:29,0,<None>,0.03,0.13,56208.6,27.439,-0.76,-0.25,51393.1,92.4,92,5.86,196.4,39.852,33.98,51870.7,0.09,0.16,33716,0.46,0,1.174,8.22,-96.2,29.378,26.588,-14.64021,145.4481,5,0,12,757.9
20/3/2024,9:28:30,0,<None>,0.04,0.16,56371,28.123,-0.75,-0.24,51546.8,92,91.7,5.83,196.7,40.851,34.1,52025.2,0.08,0.15,33816,0.49,0,1.174,8.22,-96.1,29.373,27.825,-14.64021,145.4481,4.9,0,12,757.9
20/3/2024,9:28:31,0,<None>,0.04,0.15,56477.9,28.252,-0.72,-0.24,51649.8,91.7,91.4,5.81,196.9,41.039,34.17,52128.6,0.1,0.19,33884,0.57,0,1.174,8.22,-96,29.368,28.147,-14.64021,145.4481,4.8,0,12,758
20/3/2024,9:28:32,0,<None>,0.06,0.24,56580.8,28.282,-0.67,-0.22,51748.1,91.4,91,5.78,197.1,41.086,34.25,52227.4,0.13,0.28,33948,0.65,0,1.174,8.21,-95.9,29.364,28.276,-14.6402,145.4481,4.9,0,12,757.9
20/3/2024,9:28:33,0,<None>,0.09,0.36,56644.6,28.314,-0.62,-0.2,51810,91.1,90.8,5.77,197.4,41.134,34.29,52289.5,0.18,0.42,33988,1.1,0,1.174,8.21,-95.8,29.36,28.362,-14.6402,145.4481,4.8,0,12,758
20/3/2024,9:28:34,0,<None>,0.14,0.55,56663.8,28.349,-0.61,-0.2,51830.1,90.9,90.5,5.75,197.5,41.187,34.31,52309.4,0.24,0.58,34001,1.99,0,1.174,8.21,-95.7,29.358,28.475,-14.64019,145.4481,4.7,0,12,757.9
20/3/2024,9:28:35,0,<None>,0.25,1,56672,28.382,-0.58,-0.19,51839,90.7,90.3,5.73,197.7,41.235,34.32,52318.2,0.43,1.11,34007,3.08,0,1.174,8.21,-95.6,29.357,28.475,-14.64019,145.4481,4.5,0,12,758
20/3/2024,9:28:36,0,<None>,0.3,1.19,56678.8,28.418,-0.55,-0.18,51846.8,90.4,90.1,5.72,198.1,41.287,34.32,52326,0.48,1.26,34012,3.99,0,1.174,8.21,-95.5,29.355,28.534,-14.64019,145.4481,4.4,0,12,758
20/3/2024,9:28:37,0,<None>,0.3,1.2,56683,28.436,-0.53,-0.17,51851.9,90.3,89.9,5.71,198.5,41.313,34.32,52330.9,0.49,1.29,34015,4.96,0,1.174,8.21,-95.4,29.354,28.536,-14.64018,145.4481,4.6,0,12,757.9
20/3/2024,9:28:38,0,<None>,0.31,1.24,56685.3,28.446,-0.51,-0.16,51855.3,90.1,89.8,5.7,199,41.328,34.33,52334.2,0.5,1.33,34017,5.91,0,1.174,8.2,-95.3,29.353,28.523,-14.64018,145.4481,4.7,0,12,757.9
20/3/2024,9:28:39,0,<None>,0.32,1.26,56686.2,28.452,-0.51,-0.16,51856.7,89.9,89.5,5.68,199.3,41.336,34.33,52335.5,0.52,1.38,34018,6.31,0,1.174,8.2,-95.2,29.352,28.47,-14.64018,145.4481,4.9,0,12,757.9
20/3/2024,9:28:40,0,<None>,0.33,1.31,56686.9,28.421,-0.48,-0.15,51857.6,89.5,89.1,5.66,199.7,41.292,34.33,52336.5,0.54,1.43,34019,7.09,0,1.174,8.2,-95.2,29.352,28.074,-14.64018,145.4481,5.1,0,12,757.9
20/3/2024,9:28:41,0,<None>,0.33,1.29,56687.9,26.931,-0.47,-0.15,51858.8,89.2,88.9,5.64,200.1,39.127,34.33,52337.6,0.54,1.44,34019,7.17,0,1.174,8.2,-95.1,29.352,27.349,-14.64017,145.4481,5,0,12,757.9
20/3/2024,9:28:42,0,<None>,0.33,1.3,56688.3,26.349,-0.44,-0.14,51859.5,88.9,88.6,5.63,200.5,38.282,34.33,52338.3,0.55,1.44,34020,7.18,0,1.174,8.2,-95,29.351,26.729,-14.64017,145.4481,4.7,0,12,758
20/3/2024,9:28:43,0,<None>,0.24,0.94,56688.4,24.988,-0.42,-0.13,51859.7,88.8,88.4,5.61,200.8,36.303,34.33,52338.5,0.55,1.45,34020,7.2,0,1.174,8.2,-95,29.351,25.533,-14.64017,145.4481,4.9,0,12,757.8
